,Department,Department_n,salary,salary_n
11533,sales,7,low,1
11534,sales,7,low,1
11535,sales,7,low,1
11536,sales,7,low,1
11537,sales,7,medium,2
11538,sales,7,medium,2
11539,sales,7,medium,2
11540,sales,7,medium,2
11541,sales,7,medium,2
11542,sales,7,medium,2
11543,sales,7,medium,2
11544,sales,7,medium,2
11545,sales,7,medium,2
11546,sales,7,medium,2
11547,sales,7,medium,2
11548,sales,7,medium,2
11549,sales,7,medium,2
11550,sales,7,medium,2
11551,sales,7,medium,2
11552,sales,7,medium,2
11553,sales,7,medium,2
11554,sales,7,medium,2
11555,sales,7,medium,2
11556,sales,7,medium,2
11557,sales,7,medium,2
11558,sales,7,medium,2
11559,sales,7,medium,2
11560,sales,7,medium,2
11561,sales,7,medium,2
11562,sales,7,low,1
11563,sales,7,low,1
11564,sales,7,low,1
11565,sales,7,low,1
11566,sales,7,low,1
11567,IT,0,low,1
11568,product_mng,6,low,1
11569,product_mng,6,low,1
11570,product_mng,6,low,1
11571,product_mng,6,low,1
11572,IT,0,low,1
11573,management,4,high,0
11574,management,4,high,0
11575,management,4,high,0
11576,management,4,high,0
11577,management,4,high,0
11578,management,4,high,0
11579,marketing,5,low,1
11580,sales,7,low,1
11581,accounting,2,low,1
11582,support,8,low,1
11583,technical,9,low,1
11584,management,4,low,1
11585,marketing,5,low,1
11586,marketing,5,low,1
11587,marketing,5,low,1
11588,sales,7,low,1
11589,sales,7,medium,2
11590,sales,7,medium,2
11591,sales,7,medium,2
11592,sales,7,medium,2
11593,sales,7,medium,2
11594,sales,7,medium,2
11595,sales,7,medium,2
11596,IT,0,medium,2
11597,product_mng,6,medium,2
11598,product_mng,6,medium,2
11599,product_mng,6,medium,2
11600,product_mng,6,medium,2
11601,IT,0,high,0
11602,management,4,high,0
11603,management,4,high,0
11604,management,4,high,0
11605,management,4,high,0
11606,management,4,high,0
11607,management,4,high,0
11608,marketing,5,high,0
11609,sales,7,low,1
11610,accounting,2,low,1
11611,support,8,low,1
11612,technical,9,low,1
11613,management,4,low,1
11614,marketing,5,low,1
11615,marketing,5,low,1
11616,marketing,5,low,1
11617,sales,7,medium,2
11618,sales,7,medium,2
11619,sales,7,medium,2
11620,sales,7,medium,2
11621,sales,7,medium,2
11622,sales,7,medium,2
11623,sales,7,medium,2
11624,IT,0,medium,2
11625,product_mng,6,medium,2
11626,product_mng,6,medium,2
11627,product_mng,6,medium,2
11628,product_mng,6,medium,2
11629,IT,0,medium,2
11630,management,4,high,0
11631,management,4,high,0
11632,management,4,high,0
11633,management,4,high,0
11634,management,4,high,0
11635,management,4,high,0
11636,marketing,5,medium,2
11637,sales,7,medium,2
11638,accounting,2,medium,2
11639,support,8,medium,2
11640,technical,9,high,0
11641,management,4,low,1
11642,marketing,5,medium,2
11643,marketing,5,medium,2
11644,marketing,5,medium,2
11645,sales,7,medium,2
11646,sales,7,medium,2
11647,sales,7,medium,2
11648,sales,7,medium,2
11649,sales,7,medium,2
11650,sales,7,medium,2
11651,sales,7,medium,2
11652,sales,7,low,1
11653,IT,0,low,1
11654,product_mng,6,low,1
11655,product_mng,6,low,1
11656,product_mng,6,low,1
11657,product_mng,6,low,1
11658,IT,0,low,1
11659,RandD,1,high,0
11660,RandD,1,low,1
11661,RandD,1,high,0
11662,RandD,1,high,0
11663,RandD,1,low,1
11664,RandD,1,low,1
11665,marketing,5,high,0
11666,sales,7,low,1
11667,accounting,2,medium,2
11668,support,8,high,0
11669,technical,9,medium,2
11670,management,4,medium,2
11671,marketing,5,medium,2
11672,marketing,5,medium,2
11673,marketing,5,high,0
11674,sales,7,medium,2
11675,sales,7,medium,2
11676,sales,7,medium,2
11677,sales,7,high,0
11678,sales,7,medium,2
11679,sales,7,high,0
11680,sales,7,low,1
11681,sales,7,medium,2
11682,technical,9,medium,2
11683,support,8,medium,2
11684,support,8,medium,2
11685,support,8,low,1
11686,support,8,low,1
11687,support,8,low,1
11688,support,8,low,1
11689,support,8,low,1
11690,support,8,low,1
11691,support,8,low,1
11692,support,8,low,1
11693,support,8,low,1
11694,technical,9,low,1
11695,technical,9,high,0
11696,technical,9,low,1
11697,management,4,low,1
11698,IT,0,low,1
11699,IT,0,low,1
11700,IT,0,high,0
11701,IT,0,low,1
11702,IT,0,low,1
11703,product_mng,6,low,1
11704,product_mng,6,high,0
11705,product_mng,6,low,1
11706,product_mng,6,medium,2
11707,IT,0,high,0
11708,management,4,high,0
11709,management,4,high,0
11710,management,4,high,0
11711,management,4,high,0
11712,management,4,high,0
11713,management,4,high,0
11714,sales,7,medium,2
11715,sales,7,medium,2
11716,sales,7,medium,2
11717,sales,7,medium,2
11718,sales,7,high,0
11719,sales,7,low,1
11720,sales,7,medium,2
11721,sales,7,medium,2
11722,sales,7,medium,2
11723,sales,7,medium,2
11724,sales,7,medium,2
11725,sales,7,medium,2
11726,sales,7,medium,2
11727,sales,7,medium,2
11728,sales,7,medium,2
11729,sales,7,high,0
11730,sales,7,low,1
11731,sales,7,low,1
11732,sales,7,low,1
11733,sales,7,high,0
11734,sales,7,low,1
11735,sales,7,low,1
11736,sales,7,low,1
11737,sales,7,high,0
11738,sales,7,low,1
11739,sales,7,low,1
11740,sales,7,low,1
11741,sales,7,low,1
11742,sales,7,low,1
11743,sales,7,low,1
11744,sales,7,low,1
11745,sales,7,medium,2
11746,sales,7,medium,2
11747,sales,7,medium,2
11748,IT,0,medium,2
11749,product_mng,6,medium,2
11750,product_mng,6,medium,2
11751,product_mng,6,medium,2
11752,product_mng,6,medium,2
11753,IT,0,medium,2
11754,management,4,high,0
11755,management,4,high,0
11756,management,4,high,0
11757,management,4,high,0
11758,management,4,high,0
11759,management,4,high,0
11760,marketing,5,medium,2
11761,sales,7,medium,2
11762,accounting,2,medium,2
11763,support,8,low,1
11764,technical,9,low,1
11765,management,4,low,1
11766,marketing,5,low,1
11767,marketing,5,low,1
11768,marketing,5,low,1
11769,sales,7,low,1
11770,sales,7,low,1
11771,sales,7,low,1
11772,sales,7,low,1
11773,sales,7,low,1
11774,sales,7,low,1
11775,sales,7,low,1
11776,sales,7,low,1
11777,IT,0,low,1
11778,product_mng,6,low,1
11779,product_mng,6,low,1
11780,product_mng,6,low,1
11781,product_mng,6,low,1
11782,IT,0,low,1
11783,management,4,high,0
11784,management,4,high,0
11785,management,4,high,0
11786,management,4,high,0
11787,management,4,high,0
11788,management,4,high,0
11789,marketing,5,medium,2
11790,sales,7,medium,2
11791,accounting,2,medium,2
11792,support,8,medium,2
11793,technical,9,medium,2
11794,management,4,medium,2
11795,marketing,5,medium,2
11796,marketing,5,high,0
11797,marketing,5,low,1
11798,sales,7,medium,2
11799,sales,7,medium,2
11800,sales,7,medium,2
11801,sales,7,medium,2
11802,sales,7,low,1
11803,sales,7,low,1
11804,sales,7,low,1
11805,IT,0,low,1
11806,product_mng,6,low,1
11807,product_mng,6,low,1
11808,product_mng,6,low,1
11809,product_mng,6,low,1
11810,IT,0,low,1
11811,management,4,high,0
11812,management,4,high,0
11813,management,4,high,0
11814,management,4,high,0
11815,management,4,high,0
11816,management,4,high,0
11817,marketing,5,low,1
11818,sales,7,low,1
11819,accounting,2,low,1
11820,support,8,low,1
11821,technical,9,low,1
11822,management,4,low,1
11823,marketing,5,medium,2
11824,marketing,5,medium,2
11825,marketing,5,medium,2
11826,sales,7,medium,2
11827,sales,7,medium,2
11828,sales,7,medium,2
11829,sales,7,medium,2
11830,sales,7,medium,2
11831,sales,7,medium,2
11832,sales,7,medium,2
11833,sales,7,medium,2
11834,IT,0,medium,2
11835,product_mng,6,high,0
11836,product_mng,6,low,1
11837,product_mng,6,medium,2
11838,product_mng,6,medium,2
11839,IT,0,medium,2
11840,management,4,high,0
11841,management,4,high,0
11842,management,4,high,0
11843,management,4,high,0
11844,management,4,high,0
11845,management,4,high,0
11846,marketing,5,low,1
11847,sales,7,low,1
11848,accounting,2,low,1
11849,support,8,low,1
11850,technical,9,low,1
11851,management,4,low,1
11852,marketing,5,low,1
11853,marketing,5,low,1
11854,marketing,5,low,1
11855,sales,7,low,1
11856,sales,7,low,1
11857,sales,7,low,1
11858,sales,7,low,1
11859,sales,7,low,1
11860,sales,7,low,1
11861,sales,7,low,1
11862,sales,7,medium,2
11863,technical,9,medium,2
11864,support,8,medium,2
11865,support,8,medium,2
11866,support,8,medium,2
11867,support,8,medium,2
11868,support,8,medium,2
11869,support,8,medium,2
11870,support,8,medium,2
11871,support,8,medium,2
11872,support,8,medium,2
11873,support,8,medium,2
11874,support,8,high,0
11875,technical,9,low,1
11876,technical,9,medium,2
11877,technical,9,medium,2
11878,management,4,medium,2
11879,IT,0,medium,2
11880,IT,0,low,1
11881,IT,0,low,1
11882,IT,0,low,1
11883,IT,0,low,1
11884,product_mng,6,low,1
11885,product_mng,6,low,1
11886,product_mng,6,low,1
11887,product_mng,6,low,1
11888,IT,0,low,1
11889,management,4,high,0
11890,management,4,high,0
11891,management,4,high,0
11892,management,4,high,0
11893,management,4,high,0
11894,management,4,high,0
11895,sales,7,low,1
11896,sales,7,low,1
11897,sales,7,low,1
11898,sales,7,medium,2
11899,sales,7,medium,2
11900,sales,7,medium,2
11901,sales,7,medium,2
11902,sales,7,medium,2
11903,sales,7,medium,2
11904,sales,7,medium,2
11905,sales,7,medium,2
11906,sales,7,medium,2
11907,sales,7,medium,2
11908,sales,7,medium,2
11909,sales,7,medium,2
11910,sales,7,high,0
11911,sales,7,low,1
11912,sales,7,medium,2
11913,sales,7,medium,2
11914,sales,7,medium,2
11915,sales,7,medium,2
11916,sales,7,low,1
11917,sales,7,low,1
11918,sales,7,low,1
11919,sales,7,low,1
11920,sales,7,low,1
11921,sales,7,low,1
11922,sales,7,low,1
11923,sales,7,low,1
11924,sales,7,low,1
11925,sales,7,low,1
11926,sales,7,low,1
11927,sales,7,low,1
11928,sales,7,low,1
11929,IT,0,low,1
11930,product_mng,6,low,1
11931,product_mng,6,low,1
11932,product_mng,6,low,1
11933,product_mng,6,low,1
11934,IT,0,low,1
11935,management,4,high,0
11936,management,4,high,0
11937,management,4,high,0
11938,management,4,high,0
11939,management,4,high,0
11940,management,4,high,0
11941,marketing,5,medium,2
11942,sales,7,medium,2
11943,accounting,2,medium,2
11944,support,8,medium,2
11945,technical,9,medium,2
11946,management,4,medium,2
11947,marketing,5,medium,2
11948,marketing,5,medium,2
11949,marketing,5,high,0
11950,sales,7,low,1
11951,sales,7,medium,2
11952,sales,7,medium,2
11953,sales,7,medium,2
11954,sales,7,medium,2
11955,sales,7,low,1
11956,sales,7,low,1
11957,sales,7,low,1
11958,IT,0,low,1
11959,product_mng,6,low,1
11960,product_mng,6,low,1
11961,product_mng,6,low,1
11962,product_mng,6,low,1
11963,IT,0,low,1
11964,IT,0,low,1
11965,IT,0,low,1
11966,IT,0,low,1
11967,IT,0,low,1
11968,IT,0,low,1
11969,IT,0,low,1
11970,marketing,5,high,0
11971,accounting,2,high,0
11972,accounting,2,high,0
11973,IT,0,medium,2
11974,IT,0,medium,2
11975,management,4,high,0
11976,marketing,5,medium,2
11977,marketing,5,medium,2
11978,marketing,5,medium,2
11979,sales,7,medium,2
11980,sales,7,medium,2
11981,sales,7,medium,2
11982,sales,7,medium,2
11983,sales,7,medium,2
11984,sales,7,medium,2
11985,sales,7,medium,2
11986,IT,0,medium,2
11987,product_mng,6,medium,2
11988,product_mng,6,high,0
11989,product_mng,6,low,1
11990,product_mng,6,medium,2
11991,IT,0,medium,2
11992,IT,0,medium,2
11993,management,4,high,0
11994,management,4,high,0
11995,management,4,high,0
11996,management,4,high,0
11997,management,4,high,0
11998,marketing,5,high,0
11999,IT,0,low,1
12000,sales,7,low,1
12001,sales,7,medium,2
12002,sales,7,medium,2
12003,sales,7,low,1
12004,sales,7,low,1
12005,sales,7,low,1
12006,sales,7,low,1
12007,sales,7,low,1
12008,sales,7,low,1
12009,sales,7,low,1
12010,sales,7,low,1
12011,sales,7,low,1
12012,sales,7,low,1
12013,sales,7,low,1
12014,sales,7,low,1
12015,sales,7,low,1
12016,sales,7,low,1
12017,sales,7,low,1
12018,sales,7,low,1
12019,sales,7,low,1
12020,sales,7,low,1
12021,sales,7,low,1
12022,sales,7,low,1
12023,sales,7,low,1
12024,sales,7,low,1
12025,sales,7,low,1
12026,sales,7,low,1
12027,sales,7,low,1
12028,accounting,2,low,1
12029,accounting,2,low,1
12030,accounting,2,low,1
12031,hr,3,low,1
12032,hr,3,low,1
12033,hr,3,low,1
12034,hr,3,low,1
12035,technical,9,low,1
12036,technical,9,low,1
12037,technical,9,low,1
12038,technical,9,low,1
12039,technical,9,low,1
12040,technical,9,low,1
12041,technical,9,low,1
12042,technical,9,low,1
12043,technical,9,low,1
12044,technical,9,low,1
12045,technical,9,low,1
12046,support,8,low,1
12047,support,8,low,1
12048,support,8,low,1
12049,support,8,low,1
12050,support,8,low,1
12051,support,8,low,1
12052,support,8,low,1
12053,support,8,low,1
12054,support,8,low,1
12055,support,8,low,1
12056,support,8,low,1
12057,technical,9,low,1
12058,technical,9,low,1
12059,technical,9,low,1
12060,management,4,medium,2
12061,IT,0,medium,2
12062,IT,0,medium,2
12063,IT,0,medium,2
12064,IT,0,medium,2
12065,IT,0,medium,2
12066,product_mng,6,medium,2
12067,product_mng,6,medium,2
12068,product_mng,6,medium,2
12069,product_mng,6,medium,2
12070,IT,0,medium,2
12071,product_mng,6,medium,2
12072,product_mng,6,high,0
12073,product_mng,6,low,1
12074,product_mng,6,medium,2
12075,product_mng,6,medium,2
12076,product_mng,6,medium,2
12077,marketing,5,medium,2
12078,sales,7,low,1
12079,accounting,2,low,1
12080,support,8,low,1
12081,technical,9,low,1
12082,management,4,low,1
12083,marketing,5,low,1
12084,marketing,5,low,1
12085,marketing,5,low,1
12086,sales,7,low,1
12087,sales,7,low,1
12088,sales,7,low,1
12089,sales,7,low,1
12090,sales,7,low,1
12091,sales,7,low,1
12092,sales,7,low,1
12093,sales,7,low,1
12094,sales,7,low,1
12095,sales,7,low,1
12096,sales,7,low,1
12097,sales,7,low,1
12098,sales,7,low,1
12099,sales,7,medium,2
12100,sales,7,medium,2
12101,sales,7,medium,2
12102,sales,7,medium,2
12103,sales,7,medium,2
12104,sales,7,medium,2
12105,accounting,2,medium,2
12106,accounting,2,medium,2
12107,accounting,2,medium,2
12108,hr,3,medium,2
12109,hr,3,medium,2
12110,hr,3,medium,2
12111,hr,3,high,0
12112,technical,9,low,1
12113,technical,9,medium,2
12114,technical,9,medium,2
12115,technical,9,medium,2
12116,technical,9,medium,2
12117,technical,9,low,1
12118,technical,9,low,1
12119,technical,9,low,1
12120,technical,9,low,1
12121,technical,9,low,1
12122,technical,9,low,1
12123,support,8,low,1
12124,support,8,low,1
12125,support,8,low,1
12126,support,8,low,1
12127,support,8,low,1
12128,support,8,low,1
12129,support,8,low,1
12130,support,8,low,1
12131,support,8,low,1
12132,support,8,low,1
12133,support,8,low,1
12134,technical,9,low,1
12135,technical,9,low,1
12136,technical,9,low,1
12137,management,4,low,1
12138,IT,0,low,1
12139,IT,0,low,1
12140,IT,0,low,1
12141,IT,0,low,1
12142,IT,0,low,1
12143,product_mng,6,low,1
12144,product_mng,6,low,1
12145,product_mng,6,low,1
12146,product_mng,6,low,1
12147,IT,0,low,1
12148,marketing,5,low,1
12149,marketing,5,low,1
12150,marketing,5,low,1
12151,marketing,5,low,1
12152,marketing,5,low,1
12153,marketing,5,low,1
12154,sales,7,low,1
12155,accounting,2,low,1
12156,support,8,low,1
12157,technical,9,low,1
12158,management,4,low,1
12159,marketing,5,low,1
12160,marketing,5,low,1
12161,marketing,5,low,1
12162,sales,7,low,1
12163,sales,7,low,1
12164,sales,7,low,1
12165,sales,7,low,1
12166,sales,7,low,1
12167,sales,7,low,1
12168,sales,7,low,1
12169,sales,7,low,1
12170,sales,7,low,1
12171,sales,7,low,1
12172,sales,7,low,1
12173,sales,7,low,1
12174,sales,7,low,1
12175,sales,7,low,1
12176,sales,7,low,1
12177,sales,7,medium,2
12178,sales,7,medium,2
12179,sales,7,medium,2
12180,sales,7,medium,2
12181,accounting,2,medium,2
12182,accounting,2,medium,2
12183,accounting,2,medium,2
12184,hr,3,medium,2
12185,hr,3,medium,2
12186,hr,3,medium,2
12187,hr,3,medium,2
12188,technical,9,medium,2
12189,technical,9,high,0
12190,technical,9,low,1
12191,technical,9,medium,2
12192,technical,9,medium,2
12193,technical,9,medium,2
12194,technical,9,medium,2
12195,technical,9,low,1
12196,technical,9,low,1
12197,technical,9,low,1
12198,technical,9,low,1
12199,support,8,low,1
12200,support,8,low,1
12201,support,8,low,1
12202,support,8,low,1
12203,support,8,low,1
12204,support,8,low,1
12205,support,8,low,1
12206,support,8,low,1
12207,support,8,low,1
12208,support,8,low,1
12209,support,8,low,1
12210,technical,9,low,1
12211,technical,9,low,1
12212,technical,9,low,1
12213,management,4,low,1
12214,IT,0,low,1
12215,IT,0,low,1
12216,IT,0,low,1
12217,IT,0,low,1
12218,IT,0,low,1
12219,product_mng,6,low,1
12220,product_mng,6,low,1
12221,product_mng,6,low,1
12222,product_mng,6,low,1
12223,IT,0,low,1
12224,accounting,2,low,1
12225,accounting,2,low,1
12226,hr,3,low,1
12227,hr,3,low,1
12228,hr,3,low,1
12229,marketing,5,low,1
12230,marketing,5,low,1
12231,sales,7,low,1
12232,accounting,2,low,1
12233,support,8,low,1
12234,technical,9,low,1
12235,management,4,low,1
12236,marketing,5,low,1
12237,marketing,5,low,1
12238,marketing,5,low,1
12239,sales,7,low,1
12240,sales,7,low,1
12241,sales,7,low,1
12242,sales,7,low,1
12243,sales,7,low,1
12244,sales,7,low,1
12245,sales,7,low,1
12246,sales,7,low,1
12247,sales,7,low,1
12248,sales,7,low,1
12249,sales,7,low,1
12250,sales,7,low,1
12251,sales,7,low,1
12252,sales,7,low,1
12253,sales,7,low,1
12254,sales,7,low,1
12255,sales,7,medium,2
12256,sales,7,medium,2
12257,sales,7,medium,2
12258,accounting,2,medium,2
12259,accounting,2,medium,2
12260,accounting,2,medium,2
12261,hr,3,medium,2
12262,hr,3,medium,2
12263,hr,3,medium,2
12264,hr,3,medium,2
12265,technical,9,medium,2
12266,technical,9,medium,2
12267,technical,9,high,0
12268,technical,9,low,1
12269,technical,9,medium,2
12270,technical,9,medium,2
12271,technical,9,medium,2
12272,technical,9,medium,2
12273,technical,9,low,1
12274,technical,9,low,1
12275,technical,9,low,1
12276,support,8,low,1
12277,support,8,low,1
12278,support,8,low,1
12279,support,8,low,1
12280,support,8,low,1
12281,support,8,low,1
12282,support,8,low,1
12283,support,8,low,1
12284,support,8,low,1
12285,support,8,low,1
12286,support,8,low,1
12287,technical,9,low,1
12288,technical,9,low,1
12289,technical,9,low,1
12290,management,4,low,1
12291,IT,0,low,1
12292,IT,0,low,1
12293,IT,0,low,1
12294,IT,0,medium,2
12295,IT,0,medium,2
12296,product_mng,6,medium,2
12297,product_mng,6,medium,2
12298,product_mng,6,medium,2
12299,product_mng,6,medium,2
12300,IT,0,medium,2
12301,RandD,1,medium,2
12302,RandD,1,medium,2
12303,RandD,1,medium,2
12304,RandD,1,medium,2
12305,RandD,1,medium,2
12306,marketing,5,high,0
12307,sales,7,low,1
12308,accounting,2,medium,2
12309,support,8,medium,2
12310,technical,9,medium,2
12311,management,4,medium,2
12312,marketing,5,low,1
12313,marketing,5,low,1
12314,marketing,5,low,1
12315,sales,7,low,1
12316,sales,7,low,1
12317,sales,7,low,1
12318,sales,7,low,1
12319,sales,7,low,1
12320,sales,7,low,1
12321,sales,7,low,1
12322,sales,7,low,1
12323,sales,7,low,1
12324,sales,7,low,1
12325,sales,7,low,1
12326,sales,7,low,1
12327,sales,7,low,1
12328,sales,7,low,1
12329,sales,7,low,1
12330,sales,7,low,1
12331,sales,7,low,1
12332,sales,7,low,1
12333,sales,7,medium,2
12334,accounting,2,medium,2
12335,accounting,2,medium,2
12336,accounting,2,medium,2
12337,hr,3,medium,2
12338,hr,3,medium,2
12339,hr,3,medium,2
12340,hr,3,medium,2
12341,technical,9,medium,2
12342,technical,9,medium,2
12343,technical,9,medium,2
12344,technical,9,medium,2
12345,technical,9,high,0
12346,technical,9,low,1
12347,technical,9,medium,2
12348,technical,9,medium,2
12349,technical,9,medium,2
12350,technical,9,medium,2
12351,technical,9,low,1
12352,support,8,low,1
12353,support,8,low,1
12354,support,8,low,1
12355,support,8,low,1
12356,support,8,low,1
12357,support,8,low,1
12358,support,8,low,1
12359,support,8,low,1
12360,support,8,low,1
12361,support,8,low,1
12362,support,8,low,1
12363,technical,9,low,1
12364,technical,9,low,1
12365,technical,9,low,1
12366,management,4,low,1
12367,IT,0,low,1
12368,IT,0,low,1
12369,IT,0,low,1
12370,IT,0,low,1
12371,IT,0,low,1
12372,product_mng,6,medium,2
12373,product_mng,6,medium,2
12374,product_mng,6,medium,2
12375,product_mng,6,medium,2
12376,IT,0,medium,2
12377,accounting,2,medium,2
12378,accounting,2,medium,2
12379,hr,3,medium,2
12380,hr,3,medium,2
12381,hr,3,medium,2
12382,marketing,5,medium,2
12383,sales,7,medium,2
12384,accounting,2,high,0
12385,support,8,low,1
12386,technical,9,medium,2
12387,management,4,medium,2
12388,marketing,5,medium,2
12389,marketing,5,medium,2
12390,marketing,5,low,1
12391,sales,7,low,1
12392,sales,7,low,1
12393,sales,7,low,1
12394,sales,7,low,1
12395,sales,7,low,1
12396,sales,7,low,1
12397,sales,7,low,1
12398,sales,7,low,1
12399,sales,7,low,1
12400,sales,7,low,1
12401,sales,7,low,1
12402,sales,7,low,1
12403,sales,7,low,1
12404,sales,7,low,1
12405,sales,7,low,1
12406,sales,7,low,1
12407,sales,7,low,1
12408,sales,7,low,1
12409,sales,7,low,1
12410,accounting,2,low,1
12411,accounting,2,medium,2
12412,accounting,2,medium,2
12413,hr,3,medium,2
12414,hr,3,medium,2
12415,hr,3,medium,2
12416,hr,3,medium,2
12417,technical,9,medium,2
12418,technical,9,medium,2
12419,technical,9,medium,2
12420,technical,9,medium,2
12421,technical,9,medium,2
12422,technical,9,medium,2
12423,technical,9,high,0
12424,technical,9,low,1
12425,technical,9,medium,2
12426,technical,9,medium,2
12427,technical,9,medium,2
12428,support,8,medium,2
12429,support,8,low,1
12430,support,8,low,1
12431,support,8,low,1
12432,support,8,low,1
12433,support,8,low,1
12434,support,8,low,1
12435,support,8,low,1
12436,support,8,low,1
12437,support,8,low,1
12438,support,8,low,1
12439,technical,9,low,1
12440,technical,9,low,1
12441,technical,9,low,1
12442,management,4,low,1
12443,IT,0,low,1
12444,IT,0,low,1
12445,IT,0,low,1
12446,IT,0,low,1
12447,IT,0,low,1
12448,product_mng,6,low,1
12449,product_mng,6,low,1
12450,product_mng,6,medium,2
12451,product_mng,6,medium,2
12452,IT,0,medium,2
12453,RandD,1,medium,2
12454,RandD,1,medium,2
12455,RandD,1,medium,2
12456,RandD,1,medium,2
12457,RandD,1,medium,2
12458,marketing,5,medium,2
12459,sales,7,medium,2
12460,accounting,2,medium,2
12461,support,8,medium,2
12462,technical,9,high,0
12463,management,4,low,1
12464,marketing,5,medium,2
12465,marketing,5,medium,2
12466,marketing,5,medium,2
12467,sales,7,medium,2
12468,sales,7,low,1
12469,sales,7,low,1
12470,sales,7,low,1
12471,sales,7,low,1
12472,sales,7,low,1
12473,sales,7,low,1
12474,sales,7,low,1
12475,sales,7,low,1
12476,sales,7,low,1
12477,sales,7,low,1
12478,sales,7,low,1
12479,sales,7,low,1
12480,sales,7,low,1
12481,sales,7,low,1
12482,sales,7,low,1
12483,sales,7,low,1
12484,sales,7,low,1
12485,sales,7,low,1
12486,accounting,2,low,1
12487,accounting,2,low,1
12488,accounting,2,low,1
12489,hr,3,medium,2
12490,hr,3,medium,2
12491,hr,3,medium,2
12492,hr,3,medium,2
12493,technical,9,medium,2
12494,technical,9,medium,2
12495,technical,9,medium,2
12496,technical,9,medium,2
12497,technical,9,medium,2
12498,technical,9,medium,2
12499,technical,9,medium,2
12500,technical,9,medium,2
12501,technical,9,high,0
12502,technical,9,low,1
12503,technical,9,medium,2
12504,support,8,medium,2
12505,support,8,medium,2
12506,support,8,medium,2
12507,support,8,low,1
12508,support,8,low,1
12509,support,8,low,1
12510,support,8,low,1
12511,support,8,low,1
12512,support,8,low,1
12513,support,8,low,1
12514,support,8,low,1
12515,technical,9,low,1
12516,technical,9,low,1
12517,technical,9,low,1
12518,management,4,low,1
12519,IT,0,low,1
12520,IT,0,low,1
12521,IT,0,low,1
12522,IT,0,low,1
12523,IT,0,low,1
12524,product_mng,6,low,1
12525,product_mng,6,low,1
12526,product_mng,6,low,1
12527,product_mng,6,low,1
12528,IT,0,medium,2
12529,accounting,2,medium,2
12530,accounting,2,medium,2
12531,hr,3,medium,2
12532,hr,3,medium,2
12533,hr,3,medium,2
12534,marketing,5,medium,2
12535,sales,7,medium,2
12536,accounting,2,medium,2
12537,support,8,medium,2
12538,technical,9,medium,2
12539,management,4,medium,2
12540,marketing,5,high,0
12541,marketing,5,low,1
12542,marketing,5,medium,2
12543,sales,7,medium,2
12544,sales,7,medium,2
12545,sales,7,medium,2
12546,sales,7,low,1
12547,sales,7,low,1
12548,sales,7,low,1
12549,sales,7,low,1
12550,sales,7,low,1
12551,sales,7,low,1
12552,sales,7,low,1
12553,sales,7,low,1
12554,sales,7,low,1
12555,sales,7,low,1
12556,sales,7,low,1
12557,sales,7,low,1
12558,sales,7,low,1
12559,sales,7,low,1
12560,sales,7,low,1
12561,sales,7,low,1
12562,accounting,2,low,1
12563,accounting,2,low,1
12564,accounting,2,low,1
12565,hr,3,low,1
12566,hr,3,low,1
12567,hr,3,medium,2
12568,hr,3,medium,2
12569,technical,9,medium,2
12570,technical,9,medium,2
12571,technical,9,medium,2
12572,technical,9,medium,2
12573,technical,9,medium,2
12574,technical,9,medium,2
12575,technical,9,medium,2
12576,technical,9,medium,2
12577,technical,9,medium,2
12578,technical,9,medium,2
12579,technical,9,high,0
12580,support,8,low,1
12581,support,8,medium,2
12582,support,8,medium,2
12583,support,8,medium,2
12584,support,8,medium,2
12585,support,8,low,1
12586,support,8,low,1
12587,support,8,low,1
12588,support,8,low,1
12589,support,8,low,1
12590,support,8,low,1
12591,technical,9,low,1
12592,technical,9,low,1
12593,technical,9,low,1
12594,management,4,low,1
12595,IT,0,low,1
12596,IT,0,low,1
12597,IT,0,low,1
12598,IT,0,low,1
12599,IT,0,low,1
12600,product_mng,6,low,1
12601,product_mng,6,low,1
12602,product_mng,6,low,1
12603,product_mng,6,low,1
12604,IT,0,low,1
12605,RandD,1,low,1
12606,RandD,1,medium,2
12607,RandD,1,medium,2
12608,RandD,1,medium,2
12609,RandD,1,medium,2
12610,marketing,5,medium,2
12611,sales,7,medium,2
12612,accounting,2,medium,2
12613,support,8,medium,2
12614,technical,9,medium,2
12615,management,4,medium,2
12616,marketing,5,medium,2
12617,marketing,5,medium,2
12618,marketing,5,high,0
12619,sales,7,low,1
12620,sales,7,medium,2
12621,sales,7,medium,2
12622,sales,7,medium,2
12623,sales,7,medium,2
12624,sales,7,low,1
12625,sales,7,low,1
12626,sales,7,low,1
12627,sales,7,low,1
12628,sales,7,low,1
12629,sales,7,low,1
12630,sales,7,low,1
12631,sales,7,low,1
12632,sales,7,low,1
12633,sales,7,low,1
12634,sales,7,low,1
12635,sales,7,low,1
12636,sales,7,low,1
12637,sales,7,low,1
12638,accounting,2,low,1
12639,accounting,2,low,1
12640,accounting,2,low,1
12641,hr,3,low,1
12642,hr,3,low,1
12643,hr,3,low,1
12644,hr,3,low,1
12645,technical,9,medium,2
12646,technical,9,medium,2
12647,technical,9,medium,2
12648,technical,9,medium,2
12649,technical,9,medium,2
12650,technical,9,medium,2
12651,technical,9,medium,2
12652,technical,9,medium,2
12653,technical,9,medium,2
